Time (h),U1 (V),U2 (V),U3 (V),U4 (V),U5 (V),Utot (V),J (A/cm2),I (A),TinH2 (C),ToutH2 (C),TinAIR (C),ToutAIR (C),TinWAT (C),ToutWAT (C),PinAIR (mbara),PoutAIR (mbara),PoutH2 (mbara),PinH2 (mbara),DinH2 (l/mn),DoutH2 (l/mn),DinAIR (l/mn),DoutAIR (l/mn),DWAT (l/mn),HrAIRFC (%)
1150.832297,0.648,0.645,0.636,0.645,0.637,3.211,0.70525,70.525,27.876,40.987,42.162,51.683,53.812,55.461,1300.839,1270.626,1305.889,1293.514,4.813,2.068,23.038,21.128,2.038,50.02
1150.840667,0.649,0.645,0.637,0.646,0.638,3.215,0.70515,70.515,27.876,40.911,42.171,51.703,53.847,55.516,1301.806,1271.081,1301.156,1288.844,4.795,2.149,23.036,21.191,2.037,49.786
1150.849057,0.649,0.645,0.637,0.646,0.638,3.215,0.7052,70.52,27.887,41.214,42.207,51.622,53.765,55.355,1301.408,1269.943,1297.449,1284.344,4.796,2.121,23.039,21.135,2.035,50.348
1150.857448,0.649,0.645,0.637,0.645,0.637,3.213,0.70496,70.496,27.884,41.119,42.276,51.628,53.754,55.417,1300.1,1270.114,1294.312,1282.066,4.797,2.11,23.038,21.126,2.035,50.319
1150.865839,0.649,0.644,0.637,0.646,0.637,3.213,0.7053,70.53,27.887,40.939,42.35,51.627,53.809,55.443,1302.034,1270.854,1300.072,1287.705,4.795,2.027,23.036,21.13,2.038,50.258
1150.874226,0.649,0.644,0.637,0.645,0.638,3.213,0.70501,70.501,27.867,40.806,42.344,51.655,53.878,55.456,1301.863,1271.309,1305.775,1293.344,4.795,2.068,23.036,21.192,2.04,50.094
1150.882635,0.648,0.643,0.636,0.645,0.637,3.209,0.7051,70.51,27.882,40.776,42.293,51.666,53.603,55.515,1300.156,1270.569,1300.3,1288.502,4.797,2.149,23.038,21.192,2.035,49.888
1150.891006,0.648,0.644,0.637,0.645,0.637,3.211,0.70515,70.515,27.882,41.046,42.241,51.6,53.823,55.419,1302.147,1271.707,1296.479,1284.002,4.795,2.128,23.038,21.187,2.043,49.99
1150.899414,0.648,0.644,0.636,0.645,0.637,3.21,0.70515,70.515,27.873,40.93,42.177,51.71,53.809,55.481,1301.863,1272.049,1293.97,1282.009,4.794,2.068,23.038,21.206,2.045,49.802
1150.907803,0.65,0.645,0.638,0.646,0.638,3.217,0.70515,70.515,27.865,40.859,42.152,51.666,53.738,55.402,1302.261,1272.049,1301.84,1289.527,4.796,2.047,23.039,21.191,2.04,50.052
1150.916193,0.649,0.644,0.637,0.646,0.638,3.214,0.70515,70.515,27.879,40.778,42.125,51.677,53.841,55.478,1300.668,1270.74,1306.517,1293.401,4.793,2.068,23.038,21.198,2.046,49.946
1150.924586,0.648,0.644,0.637,0.646,0.637,3.212,0.70505,70.505,27.879,41.082,42.169,51.625,53.774,55.429,1300.327,1270.512,1300.072,1288.388,4.813,2.149,23.036,21.191,2.05,50.03
1150.932955,0.647,0.642,0.635,0.644,0.636,3.204,0.70515,70.515,27.89,40.948,42.192,51.571,53.387,55.354,1302.147,1272.049,1296.251,1283.091,4.795,2.129,23.036,21.192,2.045,50.125
1150.941343,0.648,0.644,0.637,0.646,0.637,3.212,0.7051,70.51,27.876,40.866,42.24,51.555,53.761,55.448,1301.237,1271.65,1296.251,1283.661,4.796,2.027,23.038,21.189,2.046,50.132
1150.949734,0.648,0.643,0.636,0.645,0.636,3.208,0.70515,70.515,27.876,40.732,42.258,51.579,53.772,55.492,1301.465,1272.049,1303.494,1290.78,4.801,2.046,23.036,21.189,2.046,49.997
1150.958124,0.648,0.644,0.637,0.645,0.637,3.211,0.7051,70.51,27.888,40.953,42.279,51.532,53.69,55.374,1300.839,1271.081,1304.578,1291.293,4.797,2.153,23.036,21.189,2.048,50.447
1150.966515,0.649,0.644,0.638,0.646,0.637,3.214,0.7051,70.51,27.876,41.273,42.269,51.56,53.783,55.443,1302.034,1271.195,1298.818,1286.053,4.796,2.128,23.036,21.192,2.047,50.058
1150.974923,0.649,0.645,0.637,0.646,0.638,3.215,0.70525,70.525,27.875,41.135,42.258,51.609,53.835,55.49,1301.123,1270.626,1295.453,1283.148,4.796,2.127,23.036,21.134,2.046,50.156
1150.983311,0.648,0.645,0.637,0.646,0.637,3.213,0.70505,70.505,27.867,41.002,42.227,51.528,53.7,55.317,1302.034,1271.593,1297.107,1284.344,4.793,2.047,23.036,21.132,2.041,50.235
1150.991683,0.648,0.644,0.637,0.645,0.637,3.211,0.70525,70.525,27.89,40.919,42.165,51.563,53.762,55.432,1303.74,1272.732,1302.467,1290.325,4.801,2.047,23.038,21.196,2.041,50.015
1151.000091,0.649,0.644,0.638,0.646,0.638,3.215,0.70515,70.515,27.885,40.823,42.183,51.613,53.801,55.479,1301.465,1270.74,1306.859,1294.369,4.796,2.091,23.036,21.132,2.043,49.802
1151.008483,0.648,0.643,0.637,0.645,0.637,3.21,0.70515,70.515,27.868,41.069,42.226,51.615,53.268,55.48,1302.489,1271.878,1300.015,1287.135,4.796,2.13,23.036,21.191,2.03,50.028
1151.016853,0.648,0.644,0.637,0.645,0.637,3.211,0.70505,70.505,27.867,41.036,42.287,51.496,53.698,55.321,1300.1,1270.114,1294.883,1282.237,4.796,2.113,23.036,21.134,2.045,50.348
1151.025261,0.649,0.644,0.637,0.646,0.637,3.213,0.7053,70.53,27.888,40.877,42.295,51.474,53.644,55.323,1301.294,1269.602,1299.16,1286.395,4.796,2.046,23.038,21.13,2.046,50.321
1151.033643,0.649,0.644,0.638,0.646,0.638,3.215,0.70486,70.486,27.89,40.751,42.27,51.497,53.712,55.393,1300.327,1269.26,1303.665,1291.122,4.8,2.068,23.038,21.115,2.047,50.026
1151.042021,0.648,0.643,0.637,0.645,0.637,3.21,0.70505,70.505,27.87,41.804,42.256,51.575,53.748,55.414,1299.701,1269.488,1304.521,1291.179,4.796,2.148,23.036,21.124,2.049,50.075
1151.050431,0.648,0.643,0.637,0.645,0.637,3.21,0.70525,70.525,27.878,41.711,42.256,51.533,53.446,55.325,1302.432,1271.024,1298.932,1285.369,4.796,2.109,23.036,21.132,2.034,50.208
1151.058821,0.649,0.643,0.637,0.645,0.637,3.211,0.7051,70.51,27.891,41.17,42.2,51.555,53.751,55.415,1300.725,1269.943,1295.054,1283.091,4.798,2.111,23.036,21.128,2.035,50.029
1151.067192,0.649,0.644,0.637,0.646,0.638,3.214,0.7052,70.52,27.885,41.069,42.198,51.588,53.755,55.433,1299.189,1268.805,1298.818,1286.565,4.795,2.012,23.038,21.135,2.042,50.053
1151.075589,0.648,0.643,0.636,0.645,0.636,3.208,0.70505,70.505,27.875,40.915,42.181,51.604,53.777,55.496,1300.156,1270,1305.832,1293.913,4.795,2.068,23.036,21.132,2.042,49.885
1151.083971,0.649,0.644,0.637,0.645,0.637,3.212,0.70525,70.525,27.875,41.157,42.244,51.559,53.788,55.404,1300.156,1269.602,1300.3,1288.388,4.795,2.148,23.038,21.084,2.043,50.217
1151.09236,0.648,0.644,0.637,0.645,0.637,3.211,0.70476,70.476,27.87,41.132,42.315,51.632,53.802,55.46,1300.327,1270.228,1296.365,1284.116,4.795,2.109,23.036,21.13,2.048,50.069
1151.100751,0.649,0.644,0.637,0.646,0.637,3.213,0.70491,70.491,27.868,40.998,42.327,51.629,53.654,55.448,1299.815,1269.26,1296.023,1284.287,4.816,2.023,23.036,21.172,2.046,49.949
1151.10916,0.648,0.643,0.637,0.645,0.637,3.21,0.7051,70.51,27.884,40.839,42.336,51.611,53.81,55.482,1300.384,1270,1302.867,1291.008,4.795,2.048,23.038,21.08,2.046,49.966
1151.117531,0.649,0.644,0.637,0.646,0.637,3.213,0.70515,70.515,27.862,40.809,42.287,51.504,53.689,55.311,1301.863,1270.854,1304.863,1292.318,4.797,2.13,23.038,21.189,2.043,50.064
1151.125919,0.649,0.644,0.637,0.645,0.637,3.212,0.70535,70.535,27.865,41.355,42.198,51.531,53.698,55.403,1299.246,1268.976,1300.015,1286.907,4.795,2.126,23.036,21.128,2.045,49.89
1151.134328,0.65,0.645,0.637,0.646,0.638,3.216,0.7053,70.53,27.876,41.088,42.201,51.556,53.759,55.443,1301.18,1270.285,1296.993,1283.718,4.796,2.112,23.039,21.183,2.046,50.002
1151.142698,0.648,0.644,0.636,0.644,0.637,3.209,0.7051,70.51,27.87,41.013,42.191,51.591,53.832,55.493,1300.668,1270.569,1294.483,1281.895,4.796,2.11,23.036,21.191,2.045,49.744
1151.151107,0.648,0.644,0.637,0.644,0.637,3.21,0.70515,70.515,27.881,40.859,42.177,51.593,53.75,55.423,1301.237,1270.512,1299.844,1286.907,4.796,2.046,23.036,21.191,2.046,50.097
1151.159496,0.648,0.644,0.636,0.644,0.637,3.209,0.7053,70.53,27.881,40.717,42.229,51.608,53.601,55.341,1302.318,1271.821,1304.635,1292.318,4.777,2.046,23.038,21.187,2.037,50.314
1151.167869,0.648,0.644,0.636,0.644,0.637,3.209,0.7053,70.53,27.867,41.221,42.302,51.629,53.754,55.415,1301.237,1270.74,1302.239,1289.926,4.795,2.149,23.038,21.192,2.05,50.348
1151.176259,0.649,0.645,0.637,0.645,0.637,3.213,0.70486,70.486,27.865,40.974,42.34,51.65,53.79,55.457,1300.043,1269.886,1297.791,1285.825,4.796,2.109,23.039,21.185,2.05,50.042
1151.184648,0.649,0.645,0.637,0.645,0.637,3.213,0.7051,70.51,27.861,40.889,42.315,51.64,53.671,55.473,1301.408,1270.512,1295.339,1283.148,4.796,2.112,23.036,21.192,2.044,50.057
1151.193037,0.649,0.643,0.637,0.645,0.638,3.212,0.7051,70.51,27.859,40.772,42.331,51.607,53.785,55.428,1300.327,1269.943,1297.791,1285.426,4.795,2.046,23.036,21.189,2.05,50.046
1151.201427,0.649,0.644,0.636,0.645,0.637,3.211,0.70496,70.496,27.867,40.617,42.255,51.601,53.788,55.458,1301.351,1270.911,1303.209,1291.179,4.816,2.046,23.036,21.192,2.05,49.89
1151.209834,0.648,0.643,0.636,0.644,0.636,3.207,0.70505,70.505,27.864,41.019,42.212,51.671,53.265,55.472,1300.896,1270.626,1305.49,1293.401,4.798,2.111,23.038,21.192,2.039,49.925
1151.218227,0.648,0.644,0.637,0.645,0.637,3.211,0.7052,70.52,27.864,40.953,42.204,51.624,53.776,55.416,1299.758,1269.773,1299.331,1287.648,4.795,2.148,23.039,21.198,2.042,50.125
1151.226597,0.648,0.643,0.636,0.644,0.636,3.207,0.7054,70.54,27.852,40.869,42.224,51.608,53.76,55.415,1299.019,1269.09,1295.567,1283.604,4.795,2.128,23.039,21.143,2.046,50.201
1151.235006,0.648,0.643,0.636,0.644,0.636,3.207,0.70525,70.525,27.861,40.735,42.207,51.646,53.816,55.524,1298.507,1268.577,1296.765,1284.686,4.794,2.027,23.039,21.196,2.039,49.952
1151.243378,0.648,0.644,0.637,0.645,0.637,3.211,0.70505,70.505,27.853,40.921,42.281,51.636,53.756,55.428,1298.336,1268.293,1303.494,1291.863,4.796,2.068,23.038,21.13,2.044,50.273
1151.251766,0.648,0.643,0.637,0.644,0.637,3.209,0.7052,70.52,27.853,41.242,42.318,51.644,53.763,55.447,1298.222,1268.805,1303.95,1292.204,4.796,2.15,23.036,21.122,2.046,50.14
1151.260175,0.649,0.644,0.638,0.646,0.638,3.215,0.70496,70.496,27.849,41.131,42.342,51.64,53.851,55.476,1298.905,1268.065,1297.905,1285.483,4.816,2.128,23.036,21.198,2.047,50.013
1151.268547,0.648,0.643,0.636,0.644,0.637,3.208,0.7051,70.51,27.849,41.03,42.315,51.484,53.563,55.111,1298.848,1269.033,1294.655,1282.351,4.797,2.11,23.041,21.192,2.044,50.858
1151.276956,0.648,0.645,0.637,0.645,0.637,3.212,0.70515,70.515,27.859,40.9,42.307,51.55,53.729,55.392,1299.133,1268.976,1298.875,1286.281,4.798,2.069,23.038,21.191,2.046,50.19
1151.285327,0.649,0.644,0.636,0.645,0.637,3.211,0.70525,70.525,27.865,41.145,42.252,51.58,53.744,55.393,1297.54,1267.724,1302.296,1290.211,4.815,2.069,23.036,21.12,2.048,50.079
1151.293714,0.649,0.644,0.636,0.644,0.637,3.21,0.70496,70.496,27.853,41.005,42.2,51.598,53.794,55.435,1298.393,1268.35,1304.635,1292.432,4.794,2.068,23.036,21.135,2.047,49.892
1151.302108,0.649,0.645,0.637,0.645,0.638,3.214,0.70501,70.501,27.852,41.015,42.162,51.626,53.855,55.507,1299.758,1269.09,1303.266,1291.122,4.796,2.152,23.036,21.13,2.046,49.817
1151.310496,0.649,0.645,0.637,0.645,0.638,3.214,0.70486,70.486,27.838,41.26,42.188,51.552,53.763,55.406,1297.881,1266.87,1298.076,1285.768,4.796,2.109,23.038,21.124,2.043,50.221
1151.318902,0.647,0.643,0.636,0.643,0.636,3.205,0.70525,70.525,27.835,41.128,42.246,51.605,53.789,55.45,1296.857,1267.838,1295.795,1283.376,4.797,2.11,23.036,21.132,2.049,50.061
1151.327272,0.649,0.645,0.638,0.645,0.638,3.215,0.70515,70.515,27.859,41.07,42.275,51.588,53.841,55.469,1298.222,1267.325,1294.94,1282.521,4.796,2.047,23.038,21.13,2.05,50.099
1151.335677,0.648,0.644,0.636,0.645,0.637,3.21,0.70491,70.491,27.85,40.936,42.31,51.509,53.629,55.204,1299.076,1269.147,1301.498,1289.3,4.795,2.047,23.036,21.13,2.045,50.867
1151.344053,0.648,0.644,0.636,0.645,0.638,3.211,0.70496,70.496,27.853,40.821,42.327,51.549,53.671,55.412,1300.782,1269.829,1306.117,1293.628,4.794,2.068,23.036,21.141,2.046,50.185
1151.352462,0.649,0.645,0.637,0.646,0.638,3.215,0.70505,70.505,27.842,41.102,42.281,51.54,53.73,55.409,1298.564,1267.667,1299.73,1287.591,4.795,2.127,23.036,21.132,2.046,50.158
1151.360851,0.648,0.644,0.636,0.645,0.638,3.211,0.7052,70.52,27.824,42.776,42.227,51.551,53.78,55.465,1297.881,1267.781,1295.51,1284.116,4.795,2.109,23.036,21.137,2.05,49.875
1151.369244,0.647,0.642,0.636,0.645,0.637,3.207,0.70505,70.505,27.841,41.24,42.169,51.55,53.164,55.463,1299.417,1268.805,1294.255,1282.863,4.795,2.085,23.036,21.124,2.042,49.869
1151.37763,0.648,0.644,0.637,0.646,0.638,3.213,0.70515,70.515,27.838,41.106,42.125,51.595,53.708,55.405,1299.872,1268.748,1301.099,1289.755,4.799,2.037,23.038,21.27,2.042,50.024
1151.386021,0.648,0.644,0.637,0.645,0.637,3.211,0.7051,70.51,27.835,40.943,42.166,51.567,53.71,55.418,1301.749,1271.48,1306.688,1294.54,4.796,2.069,23.038,21.259,2.05,50.136
1151.394411,0.648,0.644,0.637,0.645,0.637,3.211,0.7052,70.52,27.844,40.897,42.203,51.559,53.746,55.463,1298.507,1268.065,1299.16,1287.306,4.798,2.128,23.036,21.135,2.05,49.959
1151.402781,0.648,0.643,0.637,0.645,0.637,3.21,0.7053,70.53,27.839,41.678,42.238,51.535,53.672,55.327,1298.848,1268.464,1295.681,1283.205,4.797,2.108,23.038,21.143,2.046,50.299
1151.411188,0.649,0.644,0.638,0.646,0.638,3.215,0.70525,70.525,27.853,41.071,42.22,51.51,53.759,55.45,1298.336,1267.667,1295.51,1283.604,4.796,2.027,23.038,21.128,2.047,49.912
1151.41958,0.649,0.644,0.637,0.646,0.637,3.213,0.70515,70.515,27.861,40.964,42.22,51.563,53.789,55.497,1301.01,1269.886,1302.296,1290.211,4.796,2.068,23.036,21.189,2.049,49.995
1151.427969,0.648,0.642,0.636,0.645,0.637,3.208,0.7052,70.52,27.841,40.871,42.215,51.513,53.691,55.355,1298.621,1268.407,1306.231,1293.514,4.795,2.068,23.036,21.12,2.05,50.035
1151.436359,0.648,0.644,0.636,0.645,0.637,3.21,0.7052,70.52,27.845,40.831,42.145,51.588,53.719,55.433,1298.791,1268.691,1299.901,1286.565,4.796,2.127,23.036,21.196,2.05,49.95
1151.444747,0.649,0.645,0.638,0.646,0.638,3.216,0.70515,70.515,27.836,41.115,42.12,51.601,53.777,55.452,1297.938,1267.61,1296.651,1284.116,4.796,2.112,23.036,21.143,2.05,49.653
1151.453118,0.648,0.644,0.637,0.645,0.637,3.211,0.70505,70.505,27.835,40.968,42.071,51.614,53.441,55.507,1301.18,1270.114,1294.655,1281.952,4.794,2.109,22.979,21.194,2.038,49.77
1151.461509,0.648,0.644,0.635,0.645,0.637,3.209,0.7053,70.53,27.842,40.829,42.126,51.506,53.729,55.369,1305.617,1275.577,1298.875,1287.021,4.795,2.046,23.038,20.796,2.044,50.036
1151.469901,0.648,0.644,0.636,0.645,0.637,3.21,0.70525,70.525,27.845,40.748,42.191,51.56,53.703,55.402,1296.175,1265.504,1303.494,1291.293,4.814,2.069,23.038,21.192,2.046,50.157
1151.478289,0.649,0.644,0.638,0.646,0.638,3.215,0.70535,70.535,27.856,40.703,42.285,51.603,53.785,55.449,1297.255,1266.529,1304.635,1291.92,4.796,2.149,23.041,21.183,2.05,50.076
1151.486699,0.649,0.644,0.638,0.646,0.638,3.215,0.70505,70.505,27.836,40.622,42.289,51.629,53.816,55.498,1300.327,1269.602,1298.704,1285.369,4.778,2.13,23.036,21.257,2.05,49.923
1151.495092,0.648,0.643,0.636,0.644,0.637,3.208,0.7053,70.53,27.841,40.894,42.273,51.529,53.705,55.262,1299.645,1268.748,1295.453,1283.205,4.797,2.121,23.036,21.191,2.051,50.456
1151.503459,0.648,0.643,0.637,0.645,0.637,3.21,0.70525,70.525,27.839,40.811,42.256,51.592,53.715,55.396,1298.336,1267.325,1296.594,1284.629,4.803,2.026,23.036,21.181,2.05,50.179
1151.511848,0.648,0.644,0.637,0.645,0.638,3.212,0.7054,70.54,27.833,40.729,42.264,51.641,53.76,55.409,1297.54,1267.496,1303.152,1290.894,4.799,2.068,23.038,21.191,2.05,50.231
1151.520238,0.648,0.643,0.637,0.645,0.637,3.21,0.70505,70.505,27.841,41.346,42.259,51.668,53.828,55.463,1296.63,1266.529,1306.517,1293.23,4.797,2.129,23.036,21.141,2.05,50.076
1151.528647,0.648,0.644,0.637,0.645,0.637,3.211,0.7052,70.52,27.821,40.96,42.243,51.541,53.519,55.147,1299.417,1268.577,1298.875,1285.825,4.799,2.149,23.036,21.187,2.034,50.803
1151.53704,0.648,0.643,0.637,0.645,0.637,3.21,0.70505,70.505,27.838,40.933,42.227,51.619,53.735,55.426,1298.564,1268.35,1294.255,1280.87,4.795,2.11,23.036,21.189,2.038,50.14
1151.545426,0.648,0.644,0.637,0.644,0.637,3.21,0.7054,70.54,27.836,40.778,42.258,51.636,53.771,55.431,1299.588,1269.374,1300.072,1286.793,4.796,2.027,23.039,21.189,2.035,50.025
1151.553796,0.648,0.643,0.636,0.645,0.637,3.209,0.70486,70.486,27.836,41.087,42.263,51.682,53.81,55.501,1299.36,1268.691,1305.889,1293.401,4.796,2.048,23.038,21.183,2.039,49.794
1151.562206,0.647,0.644,0.637,0.644,0.637,3.209,0.7051,70.51,27.833,40.966,42.24,51.545,53.671,55.266,1297.995,1267.724,1300.472,1287.705,4.797,2.148,23.038,21.137,2.035,50.203
1151.570576,0.648,0.645,0.638,0.645,0.637,3.213,0.70515,70.515,27.829,40.944,42.218,51.549,53.678,55.371,1297.881,1267.269,1296.536,1283.262,4.796,2.128,23.036,21.122,2.038,50.163
1151.578967,0.648,0.644,0.638,0.645,0.637,3.212,0.70525,70.525,27.833,41.057,42.217,51.552,53.71,55.397,1299.474,1268.179,1294.369,1281.667,4.797,2.105,23.036,21.191,2.039,49.861
1151.587362,0.648,0.644,0.637,0.644,0.637,3.21,0.70501,70.501,27.829,40.921,42.195,51.562,53.767,55.428,1299.189,1268.293,1299.616,1286.736,4.795,2.047,23.036,21.192,2.037,50.061
1151.595748,0.648,0.643,0.637,0.644,0.637,3.209,0.70525,70.525,27.824,41.24,42.204,51.612,53.794,55.493,1298.166,1267.496,1303.209,1290.61,4.795,2.069,23.034,21.13,2.035,49.726
1151.604155,0.648,0.645,0.638,0.644,0.637,3.212,0.70515,70.515,27.841,41.109,42.195,51.562,53.75,55.411,1298.905,1267.667,1305.832,1293.287,4.796,2.091,23.034,21.134,2.033,50.295
1151.612529,0.648,0.644,0.637,0.644,0.637,3.21,0.70535,70.535,27.83,41.115,42.263,51.589,53.756,55.464,1298.45,1267.667,1298.932,1286.452,4.796,2.131,23.036,21.126,2.035,50.064
1151.620934,0.648,0.643,0.637,0.644,0.636,3.208,0.7051,70.51,27.835,41.908,42.296,51.524,53.605,55.29,1297.995,1267.838,1295.111,1282.066,4.797,2.108,23.036,21.132,2.036,50.561
1151.629324,0.648,0.643,0.637,0.644,0.637,3.209,0.70501,70.501,27.826,41.154,42.334,51.536,53.747,55.455,1297.312,1266.927,1298.247,1285.597,4.794,2.043,23.036,21.088,2.037,50.134
1151.637695,0.648,0.644,0.638,0.645,0.637,3.212,0.7051,70.51,27.842,41.431,42.354,51.613,53.779,55.47,1303.057,1271.935,1302.753,1290.04,4.793,2.053,23.036,21.126,2.038,50.241
1151.646086,0.648,0.643,0.637,0.643,0.636,3.207,0.70515,70.515,27.827,41.256,42.356,51.587,53.694,55.414,1300.555,1271.024,1305.547,1292.318,4.794,2.068,23.038,21.13,2.045,50.184
1151.654493,0.649,0.645,0.639,0.645,0.638,3.216,0.7051,70.51,27.83,41.15,42.264,51.594,53.787,55.504,1299.701,1268.919,1300.3,1287.762,4.795,2.147,23.038,21.116,2.035,49.733
1151.662865,0.647,0.643,0.637,0.644,0.636,3.207,0.70515,70.515,27.804,41.055,42.178,51.491,53.667,55.298,1299.588,1270.057,1296.594,1284.23,4.795,2.109,23.039,21.124,2.039,50.191
1151.671259,0.648,0.644,0.637,0.645,0.637,3.211,0.7053,70.53,27.833,40.988,42.155,51.548,53.632,55.338,1299.815,1270.171,1294.198,1280.813,4.796,2.111,23.036,21.126,2.039,50.108
1151.679648,0.649,0.645,0.638,0.645,0.637,3.214,0.70491,70.491,27.833,40.828,42.139,51.579,53.687,55.389,1299.36,1268.577,1302.068,1288.901,4.796,2.028,23.034,21.189,2.041,50.122
1151.688036,0.649,0.644,0.638,0.645,0.637,3.213,0.70505,70.505,27.835,41.126,42.185,51.588,53.749,55.439,1296.8,1266.699,1305.376,1292.489,4.796,2.149,23.036,21.158,2.042,50.01
1151.696424,0.648,0.643,0.637,0.644,0.637,3.209,0.70525,70.525,27.829,41.362,42.259,51.639,53.799,55.504,1300.043,1269.659,1298.475,1285.711,4.798,2.129,23.038,21.191,2.044,49.988
1151.704811,0.649,0.644,0.638,0.646,0.638,3.215,0.70505,70.505,27.806,41.198,42.315,51.627,53.782,55.434,1305.39,1274.837,1295.282,1283.205,4.805,2.109,23.036,21.196,2.041,50.178
1151.713207,0.649,0.645,0.638,0.646,0.638,3.216,0.70515,70.515,27.829,41.099,42.33,51.644,53.792,55.489,1301.863,1270.74,1297.734,1285.426,4.796,2.046,23.036,21.126,2.039,50.015
1151.721597,0.648,0.645,0.638,0.645,0.638,3.214,0.70525,70.525,27.816,40.944,42.295,51.558,53.707,55.315,1295.208,1263.228,1302.011,1290.04,4.797,2.048,23.038,21.323,2.037,50.141
1151.729983,0.649,0.645,0.639,0.646,0.638,3.217,0.70525,70.525,27.833,40.812,42.241,51.599,53.716,55.385,1303.456,1272.276,1305.661,1293.401,4.798,2.069,23.039,21.187,2.038,50.034
1151.738376,0.649,0.645,0.638,0.646,0.638,3.216,0.70535,70.535,27.803,40.705,42.172,51.623,53.766,55.409,1301.294,1270.228,1300.015,1287.875,4.795,2.128,23.036,21.134,2.039,49.694
1151.746784,0.647,0.643,0.636,0.645,0.636,3.207,0.7052,70.52,27.809,40.671,42.125,51.645,53.812,55.463,1301.18,1271.309,1296.708,1284.23,4.795,2.109,23.038,21.147,2.038,49.779
1151.755156,0.648,0.644,0.637,0.645,0.637,3.211,0.70496,70.496,27.81,40.881,42.113,51.611,53.518,55.347,1301.692,1270.911,1294.883,1282.123,4.796,2.112,23.038,21.189,2.035,49.964
1151.763564,0.648,0.644,0.637,0.645,0.637,3.211,0.70501,70.501,27.804,40.758,42.096,51.616,53.798,55.432,1301.635,1271.252,1298.761,1286.395,4.795,2.047,23.038,21.191,2.042,49.905
1151.771935,0.648,0.644,0.636,0.645,0.637,3.21,0.7053,70.53,27.807,40.672,42.14,51.644,53.813,55.465,1294.866,1264.822,1303.437,1290.723,4.794,2.047,23.036,21.13,2.047,49.75
1151.780339,0.648,0.644,0.636,0.645,0.637,3.21,0.70525,70.525,27.812,41.022,42.174,51.594,53.767,55.454,1298.848,1268.464,1305.205,1292.318,4.797,2.151,22.96,21.255,2.038,50.114
1151.788711,0.648,0.643,0.635,0.644,0.636,3.206,0.70505,70.505,27.823,40.813,42.27,51.582,53.622,55.3,1298.336,1267.496,1298.932,1286.565,4.798,2.128,23.036,21.149,2.039,50.344
1151.797099,0.648,0.643,0.636,0.645,0.636,3.208,0.7051,70.51,27.8,40.807,42.249,51.603,53.749,55.437,1295.833,1265.789,1295.453,1283.091,4.793,2.11,23.038,21.191,2.042,50.185
1151.80551,0.648,0.644,0.636,0.645,0.637,3.21,0.70525,70.525,27.81,40.669,42.307,51.637,53.768,55.45,1297.881,1267.553,1296.936,1284.401,4.798,2.029,23.036,21.187,2.042,50.159
1151.813881,0.65,0.645,0.637,0.646,0.638,3.216,0.7052,70.52,27.818,40.617,42.261,51.636,53.723,55.487,1298.166,1267.382,1303.38,1289.983,4.794,2.048,23.036,21.198,2.036,49.933
1151.822269,0.649,0.645,0.637,0.645,0.637,3.213,0.70515,70.515,27.823,40.945,42.258,51.586,53.738,55.387,1300.896,1269.829,1306.745,1293.23,4.799,2.129,23.038,21.211,2.049,50.227
1151.830659,0.649,0.645,0.637,0.646,0.638,3.215,0.70515,70.515,27.819,41.374,42.201,51.591,53.746,55.407,1301.237,1269.317,1298.019,1284.629,4.796,2.153,23.036,21.378,2.049,50.005
1151.839068,0.648,0.644,0.636,0.645,0.637,3.21,0.7052,70.52,27.797,41.136,42.154,51.633,53.8,55.449,1302.204,1271.138,1294.141,1281.838,4.797,2.109,23.036,21.284,2.048,49.921
1151.847438,0.649,0.645,0.637,0.646,0.638,3.215,0.7051,70.51,27.798,41.037,42.14,51.654,53.448,55.419,1297.711,1266.927,1300.015,1287.591,4.794,2.027,23.038,21.196,2.037,50.02
1151.855828,0.649,0.645,0.638,0.646,0.637,3.215,0.70496,70.496,27.824,40.877,42.195,51.639,53.779,55.467,1302.546,1272.276,1305.376,1292.546,4.795,2.066,23.036,20.858,2.04,50.056
1151.864219,0.648,0.643,0.636,0.644,0.636,3.207,0.70525,70.525,27.819,41.221,42.296,51.626,53.686,55.385,1298.109,1268.065,1301.156,1289.015,4.797,2.154,23.036,21.132,2.042,50.575
1151.872609,0.648,0.643,0.636,0.644,0.637,3.208,0.70525,70.525,27.815,41.098,42.373,51.637,53.721,55.423,1298.109,1267.724,1295.396,1282.977,4.795,2.127,23.036,21.134,2.045,50.333
1151.880999,0.648,0.644,0.637,0.645,0.637,3.211,0.70505,70.505,27.815,40.932,42.388,51.632,53.754,55.468,1299.474,1268.407,1297.734,1285.255,4.796,2.027,23.043,21.126,2.043,50.304
1151.889387,0.648,0.644,0.636,0.644,0.637,3.209,0.70515,70.515,27.812,40.83,42.357,51.602,53.76,55.524,1296.63,1266.699,1303.437,1289.983,4.796,2.047,23.038,21.12,2.035,49.899
1151.897797,0.648,0.643,0.637,0.645,0.637,3.21,0.70505,70.505,27.797,40.81,42.279,51.556,53.752,55.433,1297.881,1267.269,1305.376,1291.35,4.797,2.13,22.969,21.132,2.041,50.085
