U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Ustack (V);I (A);J (A/cm²)
0.812;0.81;0.809;0.811;0.81;4.018;15.776;0.15776
0.812;0.81;0.809;0.811;0.81;4.019;15.742;0.15742
0.812;0.81;0.809;0.811;0.81;4.018;15.746;0.15746
0.812;0.81;0.809;0.811;0.81;4.019;15.742;0.15742
0.812;0.81;0.809;0.811;0.81;4.019;15.722;0.15722
0.812;0.81;0.81;0.811;0.81;4.019;15.663;0.15663
0.812;0.811;0.81;0.811;0.81;4.021;15.654;0.15654
0.812;0.811;0.81;0.811;0.81;4.021;15.649;0.15649
0.812;0.811;0.81;0.811;0.81;4.021;15.629;0.15629
0.812;0.811;0.81;0.811;0.81;4.022;15.58;0.1558
0.812;0.811;0.81;0.812;0.811;4.022;15.566;0.15566
0.812;0.811;0.81;0.812;0.81;4.023;15.546;0.15546
0.812;0.811;0.81;0.811;0.81;4.023;15.551;0.15551
0.812;0.811;0.81;0.812;0.81;4.022;15.546;0.15546
0.813;0.811;0.81;0.812;0.81;4.022;15.507;0.15507
0.813;0.811;0.81;0.812;0.811;4.024;15.458;0.15458
0.813;0.811;0.81;0.812;0.811;4.024;15.439;0.15439
0.813;0.811;0.81;0.812;0.811;4.024;15.444;0.15444
0.813;0.811;0.81;0.812;0.811;4.024;15.414;0.15414
0.813;0.811;0.81;0.812;0.811;4.024;15.366;0.15366
0.813;0.811;0.811;0.812;0.811;4.024;15.37;0.1537
0.813;0.811;0.811;0.812;0.811;4.025;15.331;0.15331
0.813;0.811;0.811;0.812;0.811;4.026;15.351;0.15351
0.814;0.812;0.811;0.812;0.811;4.026;15.326;0.15326
0.814;0.812;0.811;0.812;0.811;4.026;15.278;0.15278
0.814;0.812;0.811;0.813;0.811;4.028;15.273;0.15273
0.814;0.812;0.811;0.813;0.812;4.029;15.243;0.15243
0.814;0.812;0.811;0.813;0.811;4.029;15.248;0.15248
0.814;0.812;0.811;0.813;0.812;4.029;15.239;0.15239
0.814;0.812;0.811;0.813;0.812;4.029;15.214;0.15214
0.814;0.812;0.811;0.813;0.812;4.03;15.17;0.1517
0.814;0.812;0.812;0.813;0.812;4.029;15.151;0.15151
0.814;0.812;0.812;0.813;0.812;4.03;15.146;0.15146
0.814;0.812;0.811;0.813;0.812;4.029;15.131;0.15131
0.814;0.812;0.812;0.813;0.812;4.029;15.102;0.15102
0.815;0.813;0.812;0.813;0.812;4.03;15.068;0.15068
0.815;0.813;0.812;0.813;0.812;4.03;15.048;0.15048
0.814;0.813;0.812;0.814;0.812;4.03;15.043;0.15043
0.815;0.813;0.812;0.813;0.812;4.032;15.043;0.15043
0.815;0.813;0.812;0.813;0.813;4.03;15.019;0.15019
0.815;0.813;0.812;0.814;0.813;4.034;14.97;0.1497
0.815;0.813;0.812;0.814;0.813;4.035;14.941;0.14941
0.815;0.813;0.812;0.814;0.813;4.035;14.931;0.14931
0.815;0.813;0.812;0.814;0.813;4.035;14.95;0.1495
0.815;0.813;0.813;0.814;0.813;4.035;14.911;0.14911
0.815;0.814;0.813;0.815;0.813;4.035;14.877;0.14877
0.815;0.813;0.813;0.815;0.814;4.035;14.858;0.14858
0.815;0.813;0.813;0.815;0.813;4.036;14.862;0.14862
0.816;0.814;0.813;0.815;0.814;4.037;14.823;0.14823
0.816;0.814;0.813;0.815;0.814;4.038;14.775;0.14775
0.816;0.814;0.813;0.815;0.814;4.039;14.765;0.14765
0.816;0.814;0.813;0.815;0.814;4.039;14.74;0.1474
0.816;0.814;0.813;0.815;0.814;4.039;14.721;0.14721
0.816;0.814;0.814;0.815;0.814;4.04;14.677;0.14677
0.816;0.814;0.814;0.815;0.814;4.04;14.677;0.14677
0.816;0.814;0.814;0.815;0.814;4.04;14.682;0.14682
0.816;0.814;0.814;0.815;0.814;4.04;14.672;0.14672
0.816;0.814;0.814;0.815;0.814;4.04;14.662;0.14662
0.816;0.814;0.814;0.815;0.814;4.04;14.609;0.14609
0.816;0.814;0.814;0.816;0.814;4.041;14.584;0.14584
0.816;0.814;0.814;0.816;0.815;4.041;14.594;0.14594
0.816;0.814;0.814;0.816;0.814;4.04;14.574;0.14574
0.816;0.815;0.814;0.816;0.815;4.042;14.506;0.14506
0.817;0.815;0.814;0.816;0.815;4.043;14.491;0.14491
0.817;0.815;0.814;0.816;0.815;4.045;14.482;0.14482
0.817;0.815;0.814;0.816;0.815;4.045;14.482;0.14482
0.817;0.815;0.814;0.816;0.815;4.045;14.462;0.14462
0.817;0.815;0.815;0.816;0.815;4.045;14.442;0.14442
0.817;0.816;0.815;0.816;0.815;4.045;14.403;0.14403
0.817;0.816;0.815;0.816;0.815;4.045;14.389;0.14389
0.817;0.816;0.815;0.816;0.815;4.045;14.369;0.14369
0.817;0.816;0.815;0.816;0.815;4.047;14.359;0.14359
0.817;0.816;0.815;0.816;0.815;4.046;14.311;0.14311
0.817;0.816;0.815;0.817;0.815;4.047;14.286;0.14286
0.817;0.816;0.815;0.817;0.815;4.047;14.286;0.14286
0.817;0.816;0.815;0.816;0.815;4.046;14.286;0.14286
0.817;0.816;0.815;0.816;0.815;4.047;14.272;0.14272
0.817;0.816;0.815;0.817;0.816;4.049;14.223;0.14223
0.818;0.816;0.815;0.817;0.816;4.05;14.188;0.14188
0.817;0.816;0.815;0.817;0.816;4.049;14.188;0.14188
0.818;0.816;0.815;0.817;0.816;4.05;14.179;0.14179
0.818;0.817;0.815;0.817;0.816;4.05;14.115;0.14115
0.818;0.817;0.816;0.817;0.816;4.051;14.11;0.1411
0.818;0.817;0.816;0.817;0.816;4.051;14.086;0.14086
0.818;0.817;0.816;0.817;0.816;4.051;14.091;0.14091
0.818;0.817;0.816;0.817;0.816;4.051;14.091;0.14091
0.818;0.817;0.816;0.817;0.816;4.051;14.076;0.14076
0.818;0.817;0.816;0.818;0.816;4.052;14.013;0.14013
0.818;0.817;0.816;0.818;0.817;4.052;13.993;0.13993
0.818;0.817;0.816;0.817;0.817;4.053;13.988;0.13988
0.818;0.817;0.816;0.818;0.816;4.052;13.993;0.13993
0.819;0.817;0.816;0.818;0.817;4.052;13.964;0.13964
0.819;0.817;0.816;0.818;0.817;4.055;13.905;0.13905
0.819;0.817;0.816;0.818;0.817;4.055;13.895;0.13895
0.819;0.817;0.816;0.818;0.817;4.055;13.886;0.13886
0.819;0.817;0.816;0.818;0.817;4.056;13.886;0.13886
0.819;0.817;0.817;0.818;0.817;4.056;13.881;0.13881
0.819;0.818;0.817;0.818;0.817;4.056;13.798;0.13798
0.819;0.818;0.817;0.818;0.817;4.057;13.788;0.13788
0.82;0.818;0.817;0.818;0.817;4.056;13.778;0.13778
0.819;0.818;0.817;0.818;0.818;4.057;13.729;0.13729
0.82;0.818;0.817;0.818;0.818;4.057;13.72;0.1372
0.82;0.818;0.817;0.818;0.818;4.058;13.715;0.13715
0.819;0.818;0.817;0.818;0.818;4.058;13.685;0.13685
0.82;0.818;0.817;0.819;0.818;4.059;13.676;0.13676
0.82;0.819;0.817;0.819;0.818;4.062;13.622;0.13622
0.82;0.818;0.817;0.819;0.818;4.061;13.612;0.13612
0.82;0.818;0.817;0.819;0.818;4.061;13.627;0.13627
0.82;0.819;0.817;0.819;0.818;4.061;13.598;0.13598
0.82;0.819;0.817;0.819;0.818;4.062;13.593;0.13593
0.82;0.819;0.817;0.819;0.819;4.062;13.544;0.13544
0.82;0.819;0.818;0.82;0.819;4.062;13.529;0.13529
0.82;0.819;0.818;0.819;0.819;4.062;13.524;0.13524
0.82;0.819;0.818;0.82;0.819;4.062;13.515;0.13515
0.82;0.819;0.818;0.819;0.819;4.063;13.466;0.13466
0.821;0.819;0.818;0.82;0.819;4.063;13.431;0.13431
0.821;0.819;0.818;0.82;0.819;4.063;13.417;0.13417
0.82;0.819;0.818;0.82;0.819;4.064;13.417;0.13417
0.821;0.819;0.818;0.82;0.819;4.063;13.407;0.13407
0.821;0.819;0.818;0.82;0.819;4.064;13.392;0.13392
0.821;0.819;0.818;0.82;0.819;4.065;13.363;0.13363
0.821;0.82;0.819;0.82;0.819;4.066;13.314;0.13314
0.821;0.82;0.819;0.82;0.82;4.067;13.314;0.13314
0.821;0.82;0.819;0.82;0.82;4.067;13.304;0.13304
0.821;0.82;0.819;0.821;0.82;4.067;13.265;0.13265
0.821;0.82;0.819;0.821;0.82;4.067;13.231;0.13231
0.821;0.82;0.819;0.821;0.82;4.067;13.231;0.13231
0.821;0.82;0.819;0.821;0.82;4.067;13.221;0.13221
0.821;0.821;0.819;0.821;0.82;4.069;13.192;0.13192
0.822;0.821;0.82;0.821;0.82;4.069;13.158;0.13158
0.822;0.821;0.82;0.821;0.82;4.069;13.114;0.13114
0.822;0.821;0.82;0.821;0.82;4.069;13.119;0.13119
0.822;0.821;0.82;0.821;0.82;4.069;13.124;0.13124
0.822;0.821;0.82;0.821;0.82;4.071;13.119;0.13119
0.822;0.821;0.82;0.821;0.82;4.071;13.109;0.13109
0.822;0.821;0.82;0.821;0.82;4.071;13.065;0.13065
0.822;0.821;0.82;0.821;0.821;4.072;13.026;0.13026
0.822;0.821;0.82;0.821;0.821;4.071;13.026;0.13026
0.822;0.821;0.82;0.821;0.821;4.072;13.016;0.13016
0.822;0.821;0.82;0.821;0.821;4.072;12.982;0.12982
0.822;0.821;0.82;0.822;0.821;4.073;12.963;0.12963
0.822;0.821;0.82;0.822;0.821;4.073;12.919;0.12919
0.822;0.822;0.82;0.822;0.821;4.073;12.904;0.12904
0.822;0.822;0.82;0.822;0.821;4.074;12.909;0.12909
0.822;0.822;0.82;0.822;0.821;4.074;12.875;0.12875
0.823;0.822;0.82;0.822;0.821;4.075;12.831;0.12831
0.823;0.822;0.82;0.822;0.821;4.076;12.831;0.12831
0.822;0.822;0.821;0.822;0.821;4.075;12.826;0.12826
0.823;0.822;0.821;0.822;0.821;4.076;12.836;0.12836
0.823;0.822;0.821;0.822;0.822;4.078;12.787;0.12787
0.823;0.822;0.821;0.822;0.822;4.078;12.723;0.12723
0.823;0.822;0.821;0.822;0.822;4.078;12.723;0.12723
0.823;0.822;0.821;0.822;0.822;4.078;12.728;0.12728
0.823;0.822;0.821;0.823;0.822;4.078;12.704;0.12704
0.823;0.822;0.821;0.822;0.822;4.078;12.694;0.12694
0.823;0.822;0.821;0.822;0.822;4.078;12.684;0.12684
0.823;0.822;0.821;0.823;0.822;4.078;12.645;0.12645
0.823;0.823;0.821;0.823;0.822;4.079;12.621;0.12621
0.824;0.823;0.821;0.823;0.822;4.079;12.582;0.12582
0.824;0.823;0.821;0.823;0.822;4.08;12.557;0.12557
0.824;0.823;0.821;0.823;0.822;4.082;12.528;0.12528
0.824;0.823;0.821;0.823;0.823;4.082;12.528;0.12528
0.824;0.823;0.822;0.823;0.822;4.083;12.508;0.12508
0.824;0.823;0.822;0.823;0.823;4.083;12.508;0.12508
0.824;0.823;0.821;0.823;0.822;4.082;12.489;0.12489
0.824;0.823;0.821;0.823;0.823;4.082;12.455;0.12455
0.824;0.823;0.822;0.824;0.823;4.083;12.421;0.12421
0.825;0.823;0.822;0.824;0.823;4.083;12.377;0.12377
0.824;0.823;0.822;0.824;0.823;4.083;12.396;0.12396
0.824;0.823;0.822;0.824;0.823;4.083;12.377;0.12377
0.824;0.823;0.822;0.824;0.823;4.083;12.362;0.12362
0.825;0.824;0.822;0.824;0.824;4.084;12.318;0.12318
0.825;0.824;0.822;0.824;0.823;4.085;12.264;0.12264
0.825;0.824;0.822;0.824;0.824;4.085;12.298;0.12298
0.825;0.824;0.822;0.824;0.823;4.086;12.289;0.12289
0.825;0.824;0.822;0.824;0.824;4.085;12.269;0.12269
0.825;0.824;0.822;0.824;0.823;4.087;12.22;0.1222
0.825;0.824;0.823;0.824;0.824;4.088;12.171;0.12171
0.825;0.824;0.822;0.824;0.824;4.088;12.176;0.12176
0.825;0.824;0.823;0.825;0.824;4.089;12.176;0.12176
0.826;0.824;0.823;0.825;0.824;4.089;12.137;0.12137
0.826;0.824;0.823;0.825;0.824;4.089;12.118;0.12118
0.826;0.824;0.823;0.825;0.824;4.088;12.093;0.12093
0.826;0.825;0.823;0.825;0.824;4.089;12.088;0.12088
0.826;0.825;0.823;0.825;0.825;4.089;12.069;0.12069
0.826;0.825;0.823;0.825;0.825;4.091;12.04;0.1204
0.826;0.825;0.824;0.825;0.825;4.09;12.04;0.1204
0.826;0.825;0.824;0.825;0.825;4.093;11.976;0.11976
0.826;0.825;0.824;0.825;0.825;4.092;11.981;0.11981
0.826;0.825;0.824;0.825;0.825;4.092;11.976;0.11976
0.826;0.825;0.824;0.826;0.825;4.093;11.961;0.11961
0.826;0.825;0.824;0.826;0.825;4.093;11.942;0.11942
0.826;0.825;0.824;0.826;0.825;4.093;11.917;0.11917
0.827;0.826;0.824;0.826;0.825;4.094;11.883;0.11883
0.827;0.826;0.824;0.826;0.825;4.095;11.864;0.11864
0.827;0.826;0.824;0.826;0.825;4.095;11.834;0.11834
0.827;0.826;0.824;0.826;0.826;4.096;11.825;0.11825
0.827;0.826;0.825;0.826;0.826;4.097;11.786;0.11786
0.827;0.826;0.825;0.826;0.826;4.097;11.79;0.1179
0.827;0.826;0.825;0.826;0.826;4.096;11.786;0.11786
0.827;0.826;0.825;0.826;0.826;4.095;11.766;0.11766
0.827;0.827;0.825;0.827;0.826;4.097;11.742;0.11742
0.827;0.827;0.825;0.827;0.826;4.099;11.683;0.11683
0.827;0.827;0.825;0.827;0.826;4.099;11.683;0.11683
0.827;0.827;0.825;0.827;0.826;4.099;11.698;0.11698
0.828;0.827;0.825;0.827;0.827;4.099;11.644;0.11644
0.828;0.827;0.825;0.827;0.827;4.099;11.629;0.11629
0.828;0.827;0.825;0.827;0.827;4.099;11.571;0.11571
0.828;0.827;0.826;0.827;0.827;4.099;11.566;0.11566
0.828;0.827;0.826;0.827;0.827;4.099;11.561;0.11561
0.828;0.827;0.826;0.827;0.827;4.099;11.527;0.11527
0.828;0.827;0.826;0.828;0.827;4.1;11.537;0.11537
0.828;0.827;0.826;0.828;0.827;4.1;11.478;0.11478
0.828;0.828;0.826;0.828;0.827;4.1;11.473;0.11473
0.828;0.827;0.826;0.828;0.827;4.1;11.458;0.11458
0.828;0.828;0.826;0.828;0.827;4.1;11.473;0.11473
0.829;0.828;0.826;0.828;0.827;4.101;11.453;0.11453
0.829;0.828;0.826;0.828;0.827;4.101;11.434;0.11434
0.829;0.828;0.826;0.828;0.827;4.104;11.37;0.1137
0.829;0.828;0.827;0.828;0.828;4.105;11.356;0.11356
0.829;0.828;0.827;0.828;0.828;4.105;11.341;0.11341
0.829;0.828;0.827;0.828;0.828;4.105;11.322;0.11322
0.829;0.828;0.827;0.829;0.828;4.105;11.292;0.11292
0.829;0.828;0.827;0.829;0.828;4.105;11.268;0.11268
0.829;0.828;0.827;0.829;0.828;4.105;11.278;0.11278
0.829;0.829;0.827;0.829;0.828;4.107;11.248;0.11248
0.829;0.829;0.827;0.829;0.828;4.107;11.214;0.11214
0.829;0.829;0.827;0.829;0.828;4.109;11.175;0.11175
0.829;0.829;0.827;0.829;0.829;4.109;11.165;0.11165
0.83;0.829;0.827;0.829;0.829;4.11;11.156;0.11156
0.83;0.829;0.827;0.829;0.829;4.11;11.156;0.11156
0.83;0.829;0.828;0.829;0.829;4.11;11.112;0.11112
0.83;0.829;0.828;0.829;0.829;4.11;11.092;0.11092
0.83;0.83;0.828;0.83;0.829;4.111;11.068;0.11068
0.83;0.829;0.828;0.83;0.829;4.111;11.053;0.11053
0.831;0.829;0.828;0.829;0.829;4.111;11.048;0.11048
0.83;0.83;0.828;0.83;0.829;4.11;11.009;0.11009
0.831;0.83;0.828;0.83;0.829;4.111;10.975;0.10975
0.831;0.83;0.828;0.83;0.83;4.113;10.965;0.10965
0.831;0.83;0.828;0.83;0.83;4.115;10.96;0.1096
0.831;0.83;0.828;0.83;0.83;4.115;10.95;0.1095
0.831;0.83;0.828;0.83;0.83;4.114;10.96;0.1096
0.831;0.83;0.829;0.831;0.83;4.115;10.926;0.10926
0.831;0.83;0.829;0.831;0.83;4.116;10.877;0.10877
0.831;0.83;0.829;0.831;0.83;4.115;10.872;0.10872
0.831;0.83;0.829;0.831;0.83;4.116;10.853;0.10853
0.831;0.83;0.829;0.831;0.83;4.116;10.828;0.10828
0.832;0.83;0.829;0.831;0.83;4.117;10.789;0.10789
0.832;0.831;0.829;0.831;0.83;4.117;10.775;0.10775
0.832;0.831;0.829;0.831;0.831;4.119;10.75;0.1075
0.832;0.831;0.83;0.831;0.831;4.119;10.74;0.1074
0.832;0.831;0.829;0.831;0.831;4.119;10.75;0.1075
0.832;0.831;0.83;0.831;0.831;4.118;10.721;0.10721
0.832;0.831;0.83;0.832;0.831;4.121;10.672;0.10672
0.832;0.831;0.83;0.832;0.831;4.121;10.672;0.10672
0.832;0.831;0.83;0.832;0.831;4.121;10.648;0.10648
0.832;0.832;0.83;0.832;0.831;4.121;10.638;0.10638
0.832;0.831;0.83;0.832;0.831;4.121;10.574;0.10574
0.832;0.831;0.83;0.832;0.831;4.121;10.574;0.10574
0.832;0.832;0.83;0.832;0.831;4.122;10.565;0.10565
0.833;0.832;0.83;0.832;0.832;4.122;10.55;0.1055
0.833;0.832;0.83;0.832;0.831;4.122;10.521;0.10521
0.833;0.832;0.831;0.832;0.832;4.124;10.482;0.10482
0.833;0.832;0.83;0.832;0.832;4.124;10.486;0.10486
0.833;0.832;0.831;0.832;0.832;4.126;10.486;0.10486
0.833;0.832;0.831;0.832;0.832;4.126;10.452;0.10452
0.833;0.832;0.831;0.833;0.832;4.126;10.418;0.10418
0.833;0.832;0.831;0.833;0.832;4.126;10.384;0.10384
0.833;0.832;0.831;0.833;0.832;4.126;10.384;0.10384
0.833;0.832;0.831;0.833;0.832;4.127;10.374;0.10374
0.833;0.833;0.831;0.833;0.832;4.127;10.359;0.10359
0.833;0.833;0.831;0.833;0.832;4.127;10.316;0.10316
0.834;0.833;0.831;0.833;0.833;4.127;10.281;0.10281
0.834;0.833;0.831;0.833;0.833;4.128;10.267;0.10267
0.834;0.833;0.832;0.833;0.832;4.129;10.237;0.10237
0.834;0.833;0.832;0.833;0.833;4.13;10.257;0.10257
0.834;0.833;0.831;0.833;0.833;4.131;10.218;0.10218
0.834;0.833;0.832;0.833;0.833;4.131;10.179;0.10179
0.834;0.833;0.832;0.833;0.833;4.132;10.179;0.10179
0.834;0.834;0.832;0.834;0.833;4.132;10.169;0.10169
0.834;0.833;0.832;0.834;0.833;4.132;10.174;0.10174
0.834;0.834;0.832;0.834;0.833;4.132;10.11;0.1011
0.834;0.834;0.832;0.834;0.833;4.132;10.091;0.10091
0.834;0.834;0.832;0.834;0.833;4.133;10.086;0.10086
0.834;0.834;0.832;0.834;0.833;4.132;10.086;0.10086
0.835;0.834;0.832;0.834;0.833;4.133;10.071;0.10071
0.835;0.834;0.833;0.834;0.834;4.135;9.988;0.09988
0.835;0.834;0.832;0.834;0.834;4.135;9.988;0.09988
0.835;0.834;0.832;0.834;0.834;4.135;9.993;0.09993
0.835;0.834;0.832;0.834;0.834;4.136;9.979;0.09979
0.835;0.834;0.833;0.834;0.834;4.137;9.935;0.09935
0.835;0.835;0.833;0.835;0.834;4.137;9.92;0.0992
0.835;0.834;0.833;0.835;0.834;4.137;9.891;0.09891
0.835;0.834;0.833;0.835;0.834;4.137;9.881;0.09881
0.835;0.835;0.833;0.835;0.834;4.138;9.876;0.09876
0.836;0.835;0.833;0.835;0.835;4.138;9.822;0.09822
0.836;0.835;0.834;0.835;0.835;4.138;9.812;0.09812
0.836;0.835;0.833;0.835;0.835;4.14;9.798;0.09798
0.836;0.835;0.833;0.835;0.835;4.141;9.793;0.09793
0.836;0.835;0.833;0.836;0.835;4.14;9.788;0.09788
0.836;0.835;0.833;0.835;0.835;4.142;9.749;0.09749
0.836;0.835;0.834;0.836;0.835;4.142;9.715;0.09715
0.836;0.835;0.834;0.836;0.835;4.143;9.695;0.09695
0.837;0.835;0.834;0.836;0.835;4.143;9.671;0.09671
0.837;0.836;0.834;0.836;0.836;4.144;9.632;0.09632
0.837;0.836;0.834;0.836;0.836;4.144;9.602;0.09602
0.837;0.836;0.835;0.836;0.836;4.146;9.598;0.09598
0.837;0.836;0.835;0.836;0.836;4.145;9.593;0.09593
0.837;0.836;0.834;0.837;0.836;4.144;9.593;0.09593
0.837;0.836;0.835;0.837;0.836;4.145;9.578;0.09578
0.837;0.836;0.835;0.837;0.836;4.147;9.51;0.0951
0.837;0.836;0.835;0.837;0.836;4.148;9.49;0.0949
0.837;0.836;0.835;0.837;0.836;4.148;9.5;0.095
0.837;0.836;0.835;0.837;0.836;4.147;9.49;0.0949
0.837;0.836;0.835;0.837;0.836;4.147;9.471;0.09471
0.838;0.837;0.835;0.837;0.837;4.148;9.432;0.09432
0.838;0.837;0.835;0.837;0.837;4.148;9.417;0.09417
0.838;0.837;0.836;0.837;0.837;4.149;9.402;0.09402
0.838;0.837;0.836;0.838;0.837;4.149;9.373;0.09373
0.838;0.837;0.836;0.838;0.837;4.152;9.324;0.09324
0.838;0.837;0.836;0.838;0.837;4.152;9.314;0.09314
0.838;0.838;0.836;0.838;0.837;4.153;9.3;0.093
0.838;0.838;0.836;0.838;0.837;4.153;9.28;0.0928
0.839;0.838;0.836;0.838;0.837;4.153;9.275;0.09275
0.839;0.838;0.836;0.838;0.838;4.153;9.222;0.09222
0.839;0.838;0.836;0.838;0.838;4.153;9.217;0.09217
0.839;0.838;0.837;0.838;0.838;4.154;9.207;0.09207
0.839;0.838;0.837;0.838;0.838;4.153;9.202;0.09202
0.839;0.838;0.837;0.838;0.838;4.154;9.163;0.09163
0.839;0.838;0.837;0.839;0.838;4.156;9.119;0.09119
0.839;0.838;0.837;0.839;0.838;4.157;9.109;0.09109
0.839;0.839;0.837;0.839;0.838;4.158;9.099;0.09099
0.839;0.839;0.837;0.839;0.838;4.159;9.099;0.09099
0.84;0.839;0.837;0.839;0.838;4.159;9.06;0.0906
0.84;0.839;0.837;0.839;0.839;4.159;9.021;0.09021
0.839;0.839;0.837;0.839;0.839;4.159;9.016;0.09016
0.84;0.839;0.837;0.839;0.839;4.159;9.007;0.09007
0.84;0.839;0.838;0.839;0.839;4.16;8.982;0.08982
0.84;0.839;0.838;0.84;0.839;4.161;8.919;0.08919
0.84;0.839;0.838;0.84;0.839;4.163;8.914;0.08914
0.84;0.839;0.838;0.839;0.839;4.162;8.924;0.08924
0.84;0.84;0.838;0.84;0.839;4.162;8.919;0.08919
0.841;0.84;0.838;0.84;0.839;4.164;8.86;0.0886
0.841;0.84;0.839;0.84;0.84;4.164;8.821;0.08821
0.841;0.84;0.838;0.84;0.84;4.164;8.821;0.08821
0.84;0.84;0.838;0.84;0.84;4.164;8.816;0.08816
0.841;0.84;0.839;0.84;0.84;4.164;8.816;0.08816
0.841;0.84;0.839;0.84;0.84;4.166;8.782;0.08782
0.841;0.84;0.839;0.841;0.84;4.166;8.762;0.08762
0.841;0.841;0.839;0.841;0.84;4.167;8.723;0.08723
0.841;0.841;0.839;0.841;0.841;4.167;8.718;0.08718
0.842;0.841;0.839;0.841;0.841;4.168;8.704;0.08704
0.842;0.841;0.839;0.841;0.841;4.169;8.67;0.0867
0.842;0.841;0.839;0.841;0.841;4.17;8.675;0.08675
0.842;0.841;0.84;0.842;0.841;4.17;8.64;0.0864
0.842;0.841;0.84;0.842;0.841;4.169;8.621;0.08621
0.842;0.841;0.84;0.842;0.841;4.17;8.621;0.08621
0.842;0.842;0.84;0.842;0.841;4.171;8.577;0.08577
0.843;0.842;0.841;0.842;0.842;4.175;8.533;0.08533
0.843;0.842;0.841;0.842;0.842;4.174;8.543;0.08543
0.843;0.842;0.84;0.842;0.842;4.174;8.543;0.08543
0.843;0.842;0.841;0.842;0.842;4.174;8.508;0.08508
0.843;0.842;0.841;0.842;0.842;4.175;8.479;0.08479
0.843;0.842;0.841;0.843;0.842;4.176;8.479;0.08479
0.843;0.843;0.841;0.843;0.842;4.176;8.416;0.08416
0.843;0.843;0.842;0.843;0.842;4.179;8.406;0.08406
0.843;0.843;0.842;0.843;0.842;4.179;8.386;0.08386
0.844;0.843;0.842;0.843;0.843;4.18;8.377;0.08377
0.844;0.843;0.842;0.844;0.843;4.18;8.328;0.08328
0.844;0.843;0.842;0.844;0.843;4.18;8.328;0.08328
0.844;0.843;0.842;0.844;0.843;4.18;8.323;0.08323
0.844;0.843;0.842;0.844;0.843;4.181;8.284;0.08284
0.844;0.844;0.842;0.844;0.843;4.181;8.254;0.08254
0.844;0.844;0.842;0.844;0.843;4.184;8.235;0.08235
0.844;0.844;0.842;0.844;0.843;4.183;8.23;0.0823
0.844;0.844;0.843;0.844;0.844;4.182;8.23;0.0823
0.845;0.844;0.843;0.844;0.844;4.185;8.171;0.08171
0.845;0.844;0.843;0.844;0.844;4.185;8.157;0.08157
0.845;0.844;0.843;0.844;0.844;4.186;8.132;0.08132
0.845;0.844;0.843;0.845;0.844;4.186;8.128;0.08128
0.845;0.845;0.843;0.845;0.844;4.187;8.088;0.08088
0.845;0.845;0.843;0.845;0.844;4.186;8.069;0.08069
0.845;0.845;0.843;0.845;0.844;4.187;8.079;0.08079
0.845;0.845;0.843;0.845;0.844;4.188;8.054;0.08054
0.845;0.845;0.843;0.845;0.844;4.19;8.035;0.08035
0.846;0.845;0.844;0.845;0.845;4.191;8.03;0.0803
0.846;0.845;0.844;0.846;0.845;4.191;7.966;0.07966
0.846;0.845;0.844;0.846;0.845;4.191;7.971;0.07971
0.846;0.846;0.844;0.846;0.845;4.191;7.957;0.07957
0.846;0.846;0.844;0.846;0.845;4.193;7.913;0.07913
0.847;0.846;0.844;0.846;0.845;4.195;7.898;0.07898
0.847;0.846;0.844;0.846;0.845;4.195;7.893;0.07893
0.847;0.846;0.845;0.846;0.845;4.196;7.869;0.07869
0.847;0.846;0.845;0.846;0.846;4.195;7.859;0.07859
0.847;0.846;0.846;0.847;0.846;4.196;7.82;0.0782
0.848;0.847;0.846;0.847;0.847;4.197;7.791;0.07791
0.847;0.847;0.845;0.847;0.846;4.197;7.805;0.07805
0.848;0.847;0.846;0.847;0.847;4.198;7.747;0.07747
0.848;0.847;0.846;0.848;0.847;4.199;7.742;0.07742
0.848;0.847;0.846;0.848;0.847;4.199;7.732;0.07732
0.848;0.847;0.846;0.848;0.847;4.199;7.732;0.07732
0.848;0.847;0.846;0.848;0.847;4.202;7.693;0.07693
0.848;0.847;0.846;0.848;0.847;4.202;7.649;0.07649
0.848;0.848;0.846;0.848;0.847;4.202;7.644;0.07644
0.848;0.848;0.846;0.848;0.847;4.202;7.644;0.07644
0.848;0.848;0.847;0.848;0.848;4.203;7.624;0.07624
0.849;0.848;0.847;0.848;0.848;4.204;7.551;0.07551
0.849;0.848;0.847;0.849;0.848;4.206;7.561;0.07561
0.849;0.848;0.847;0.849;0.848;4.207;7.541;0.07541
0.849;0.849;0.847;0.849;0.848;4.207;7.522;0.07522
0.849;0.849;0.847;0.849;0.848;4.208;7.468;0.07468
0.849;0.849;0.847;0.849;0.848;4.208;7.468;0.07468
0.849;0.849;0.847;0.849;0.848;4.208;7.458;0.07458
0.849;0.849;0.848;0.849;0.848;4.208;7.463;0.07463
0.85;0.849;0.848;0.85;0.849;4.21;7.434;0.07434
0.85;0.85;0.848;0.85;0.849;4.212;7.361;0.07361
0.85;0.849;0.848;0.85;0.849;4.212;7.361;0.07361
0.85;0.85;0.848;0.85;0.849;4.212;7.361;0.07361
0.85;0.85;0.848;0.85;0.849;4.212;7.37;0.0737
0.85;0.85;0.849;0.85;0.849;4.213;7.336;0.07336
0.85;0.85;0.849;0.85;0.849;4.213;7.302;0.07302
0.851;0.85;0.849;0.85;0.849;4.214;7.258;0.07258
